"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL249700";"";"0";"286.46";"0";"4.87";"14";"C=C1C=C2CC[C@H]3[C@@H]4CC[C@H](O)[C@@]4(C)CC[C@@H]3[C@@]2(C)CC1";"EC50";"'='";"210.0";"nM";"6.68";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL925470";"Agonist activity at ERbeta expressed in HEK293 cells by transactivation assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140529";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";"CHEMBL3307715";""
"CHEMBL392029";"";"0";"295.38";"0";"3.65";"8d";"Oc1ccc(C2Cc3ccc(O)cc3N(CC3CC3)C2)cc1";"EC50";"'='";"6890.0";"nM";"5.16";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL898607";"Agonist activity at human ERbeta expressed in yeast AH109 by yeast two hybrid assay";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149626";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2007";"None";""
"CHEMBL572155";"";"0";"408.55";"0";"4.83";"1";"O=CC1=C(Sc2ccccc2)c2sc3nc4n(c(=O)c3c2CC1)CCCCC4";"EC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1045064";"Activity at human recombinant ERbeta by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154617";"1";"Scientific Literature";"J. Med. Chem.";"2009";"None";""
"CHEMBL246139";"";"0";"316.49";"0";"4.23";"3";"C/C=C\[C@]12CC[C@H](O)CC1=CC[C@H]1[C@@H]3CC[C@H](O)[C@@]3(C)CC[C@@H]12";"EC50";"'='";"21.0";"nM";"7.68";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL886325";"Agonist activity at human recombinant ERbeta expressed in HEK293 cells by transactivation assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139947";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";"CHEMBL3307715";""
"CHEMBL570584";"";"0";"388.56";"0";"4.57";"6e";"CC(C)(C)SC1=C(C=O)CCc2c1sc1nc3n(c(=O)c21)CCCCC3";"EC50";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1045064";"Activity at human recombinant ERbeta by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154617";"1";"Scientific Literature";"J. Med. Chem.";"2009";"None";""
"CHEMBL573123";"";"0";"268.36";"0";"4.15";"42b";"Oc1ccc(CC2(c3ccc(O)cc3)CCCC2)cc1";"EC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL1044866";"Agonist activity at ERbeta expressed in human HEC1 cells assessed as transcriptional potency after 24 hrs by luciferase-beta galactosidase reporter gene assay";"F";"BAO_0000219";"cell-based format";"None";"None";"None";"HEC-1";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154151";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2009";"CHEMBL3308740";""
"CHEMBL1098710";"";"0";"485.62";"1";"5.31";"3d";"CCOC(=O)C1(C#N)Cc2ccc([C@]3(O)CC[C@H]4[C@@H]5CCc6cc(O)ccc6[C@H]5CC[C@@]43C)cc2C1";"EC50";"'='";"22.7";"nM";"7.64";"";"";"UO_0000065";"15.74";"0.29";"2.33";"8.44";"0";"CHEMBL1120815";"Transactivation of human ERbeta expressed in HEK293 cells after 18 hrs by luciferase reporter gene assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157750";"1";"Scientific Literature";"J. Med. Chem.";"2010";"CHEMBL3307715";""
"CHEMBL1257167";"";"0";"494.49";"1";"7.15";"11c";"C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@]2(O)C/C=C/CC(F)(C(F)(F)F)C(F)(F)F";"EC50";"'<'";"15848.93";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1259725";"Agonist activity at ERbeta-LBD in human U2OS cells transfected with Gal4-DBD assessed as increase of transactivation activity after 18 hrs by luciferase reporter gene assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"U2OS";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1255573";"1";"Scientific Literature";"J. Med. Chem.";"2010";"CHEMBL3307757";""
"CHEMBL450613";"ZERANOL";"0";"322.40";"0";"3.29";"20";"C[C@H]1CCC[C@H](O)CCCCCc2cc(O)cc(O)c2C(=O)O1";"EC50";"'='";"24.0";"nM";"7.62";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL992088";"Agonist activity at ERbeta by fluorescence polarization assay";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146536";"1";"Scientific Literature";"J. Nat. Prod.";"2003";"None";""
"CHEMBL577241";"";"0";"214.26";"0";"2.88";"25";"Oc1ccc(CCc2ccc(O)cc2)cc1";"EC50";"'='";"9.3";"nM";"8.03";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1044866";"Agonist activity at ERbeta expressed in human HEC1 cells assessed as transcriptional potency after 24 hrs by luciferase-beta galactosidase reporter gene assay";"F";"BAO_0000219";"cell-based format";"None";"None";"None";"HEC-1";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154151";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2009";"CHEMBL3308740";""
"CHEMBL2332569";"";"0";"304.32";"0";"4.77";"4e";"Oc1ccc(-c2cscc2-c2ccc(O)cc2F)c(F)c1";"EC50";"'='";"780.0";"nM";"6.11";"";"";"UO_0000065";"20.07";"0.40";"1.34";"15.10";"0";"CHEMBL2339766";"Agonist activity at estrogen receptor beta (unknown origin) expressed in human HepG2 cells coexpressing estrogen response element after 24 hrs by luciferase reporter gene assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HepG2";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2331087";"1";"Scientific Literature";"J. Med. Chem.";"2013";"CHEMBL3307718";""
"CHEMBL2332601";"";"0";"316.81";"1";"5.46";"2m";"Cc1cc(O)ccc1-c1ccc(-c2ccc(O)cc2Cl)s1";"EC50";"'='";"1920.0";"nM";"5.72";"";"";"UO_0000065";"18.04";"0.37";"0.26";"14.13";"0";"CHEMBL2339766";"Agonist activity at estrogen receptor beta (unknown origin) expressed in human HepG2 cells coexpressing estrogen response element after 24 hrs by luciferase reporter gene assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HepG2";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2331087";"1";"Scientific Literature";"J. Med. Chem.";"2013";"CHEMBL3307718";""
"CHEMBL1950809";"";"0";"239.27";"0";"2.95";"2, S-DPN";"N#C[C@@H](Cc1ccc(O)cc1)c1ccc(O)cc1";"EC50";"'='";"3.8";"nM";"8.42";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1954162";"Agonist activity at human ERbeta expressed in U2OS cells coexpressing pCMX-hSRC3 assessed as luciferase activity after 24 hrs by reporter gene assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"U2OS";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1949571";"1";"Scientific Literature";"J. Med. Chem.";"2012";"CHEMBL3307757";""
"CHEMBL335412";"";"0";"272.30";"0";"2.60";"66";"COC(=O)C(Cc1ccc(O)cc1)c1ccc(O)cc1";"EC50";"'='";"4.9";"nM";"8.31";"";"";"UO_0000065";"30.52";"0.57";"5.71";"12.45";"0";"CHEMBL677954";"Transcriptional potency (EC50) at Human estrogen receptor Beta";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134292";"1";"Scientific Literature";"J. Med. Chem.";"2001";"None";""
"CHEMBL454173";"ZEARALENONE";"0";"318.37";"0";"3.58";"15";"C[C@H]1CCCC(=O)CCC/C=C/c2cc(O)cc(O)c2C(=O)O1";"EC50";"'='";"110.0";"nM";"6.96";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL992088";"Agonist activity at ERbeta by fluorescence polarization assay";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146536";"1";"Scientific Literature";"J. Nat. Prod.";"2003";"None";""
"CHEMBL491499";"ZEARALANONE";"0";"320.38";"0";"3.50";"19";"C[C@H]1CCCC(=O)CCCCCc2cc(O)cc(O)c2C(=O)O1";"EC50";"'='";"660.0";"nM";"6.18";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL992088";"Agonist activity at ERbeta by fluorescence polarization assay";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146536";"1";"Scientific Literature";"J. Nat. Prod.";"2003";"None";""
"CHEMBL2071176";"";"0";"272.26";"0";"2.14";"2b";"O=C(COC(=O)c1ccc(O)c(O)c1)c1ccccc1";"EC50";"'='";"1930.0";"nM";"5.71";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2073440";"Agonist activity at ERbeta receptor LBD expressed in yeast AH109 cells assessed as interaction with SRC1 after 24 hrs by alpha-galactosidase assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"AH109";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2069198";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2012";"None";""
"CHEMBL2071172";"";"0";"294.31";"0";"3.77";"1i";"COc1ccccc1C(=O)Oc1cccc2c(O)cccc12";"EC50";"'='";"1980.0";"nM";"5.70";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2073440";"Agonist activity at ERbeta receptor LBD expressed in yeast AH109 cells assessed as interaction with SRC1 after 24 hrs by alpha-galactosidase assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"AH109";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2069198";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2012";"None";""
"CHEMBL1348802";"";"0";"298.73";"0";"4.42";"1e";"O=C(Oc1ccc2ccc(O)cc2c1)c1ccccc1Cl";"EC50";"'='";"485.0";"nM";"6.31";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2073440";"Agonist activity at ERbeta receptor LBD expressed in yeast AH109 cells assessed as interaction with SRC1 after 24 hrs by alpha-galactosidase assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"AH109";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2069198";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2012";"None";""
"CHEMBL132868";"";"0";"282.26";"0";"3.99";"64a";"Oc1ccc(CC(c2ccc(O)cc2)C(F)(F)F)cc1";"EC50";"'='";"2.0";"nM";"8.70";"";"";"UO_0000065";"30.82";"0.59";"4.71";"21.50";"0";"CHEMBL677954";"Transcriptional potency (EC50) at Human estrogen receptor Beta";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134292";"1";"Scientific Literature";"J. Med. Chem.";"2001";"None";""
"CHEMBL44";"GENISTEIN";"2";"270.24";"0";"2.58";"genistein";"O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12";"EC50";"'='";"73.0";"nM";"7.14";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL860992";"Inhibition of ER beta-mediated transactivation of ERE in HeLa cell luciferase assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146098";"1";"Scientific Literature";"J. Med. Chem.";"2006";"CHEMBL3308376";""
"CHEMBL1405";"ESTRONE";"4";"270.37";"0";"3.82";"estrone";"C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O";"EC50";"'='";"26.0";"nM";"7.58";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL860992";"Inhibition of ER beta-mediated transactivation of ERE in HeLa cell luciferase assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146098";"1";"Scientific Literature";"J. Med. Chem.";"2006";"CHEMBL3308376";""
"CHEMBL380359";"";"0";"284.27";"0";"1.29";"1aar";"O=c1c2c(CO)cc(O)cc2ncn1-c1ccc(O)cc1";"EC50";"'='";"4457.0";"nM";"5.35";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL860992";"Inhibition of ER beta-mediated transactivation of ERE in HeLa cell luciferase assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146098";"1";"Scientific Literature";"J. Med. Chem.";"2006";"CHEMBL3308376";""
"CHEMBL382786";"";"0";"326.35";"0";"2.70";"1aaa";"CC(C)Cc1nc2cc(O)cc(O)c2c(=O)n1-c1ccc(O)cc1";"EC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL860992";"Inhibition of ER beta-mediated transactivation of ERE in HeLa cell luciferase assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146098";"1";"Scientific Literature";"J. Med. Chem.";"2006";"CHEMBL3308376";""
"CHEMBL583044";"";"0";"414.60";"1";"5.11";"6g";"O=CC1=C(SC2CCCCC2)c2sc3nc4n(c(=O)c3c2CC1)CCCCC4";"EC50";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1045064";"Activity at human recombinant ERbeta by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154617";"1";"Scientific Literature";"J. Med. Chem.";"2009";"None";""
"CHEMBL566312";"";"0";"424.55";"0";"4.54";"7f";"O=CC1=C(Sc2cccc(O)c2)c2sc3nc4n(c(=O)c3c2CC1)CCCCC4";"EC50";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1045064";"Activity at human recombinant ERbeta by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154617";"1";"Scientific Literature";"J. Med. Chem.";"2009";"None";""
