"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL1945766";"";"0";"398.42";"1";"5.68";"10n";"COc1ccc2cc(C(=O)Nc3ccc(-c4cccc([N+](=O)[O-])c4)cc3)ccc2c1";"IC50";"'='";"31000.0";"nM";"4.51";"";"";"UO_0000065";"11.32";"0.21";"-1.17";"5.53";"0";"CHEMBL1947443";"Inhibition of human plasma plasmin using pyroGlu-Pro-Arg-p-NA.HCl as substrate preincubated for 15 mins prior substrate addition measured for 10 mins by spectrophotometry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"CHEMBL3559721";"Plasma";"None";"None";"";"";"";"CHEMBL1801";"Plasminogen";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1944597";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2012";"None";""
"CHEMBL298259";"";"0";"540.60";"1";"4.69";"11";"COC(=O)c1cc2ccccc2cc1-n1nc(C)cc1C(=O)Nc1ccc(-c2ccccc2S(N)(=O)=O)cc1";"IC50";"'>'";"11000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL808449";"Inhibitory activity against tissue plasminogen activator";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1801";"Plasminogen";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135946";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2002";"None";""
"CHEMBL431127";"";"0";"498.56";"0";"4.61";"9";"Cc1cc(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)n(-c2cc3ccccc3cc2O)n1";"IC50";"'>'";"11000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL765082";"Inhibitory activity against plasmin";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1801";"Plasminogen";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135946";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2002";"None";""
"CHEMBL498726";"";"0";"487.56";"1";"3.43";"36u";"CC(C)CNC(=O)c1ccc(-c2ccc(CN)cc2C(=O)Nc2ccc(C(=N)N)cc2)c(C(=O)O)c1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL1035205";"Inhibition of plasmin";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1801";"Plasminogen";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137759";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2009";"None";""
"CHEMBL527118";"";"0";"537.62";"1";"4.98";"36ae";"CC(C)CNC(=O)c1ccc(-c2ccc(-c3cccn3C)cc2C(=O)Nc2ccc(C(=N)N)cc2)c(C(=O)O)c1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL1035205";"Inhibition of plasmin";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1801";"Plasminogen";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137759";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2009";"None";""
"CHEMBL82524";"";"0";"402.50";"0";"-0.66";"alpha (R)-CVS 1897";"N=C(N)N1CCC[C@H](NC(=O)CN2CCC[C@@](N)(Cc3ccccc3)C2=O)[C@H]1O";"IC50";"";"";"nM";"";"";"Not Active";"UO_0000065";"";"";"";"";"0";"CHEMBL764389";"In vitro inhibitory activity was evaluated against thrombolytic enzyme plasmin; Inactive";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1801";"Plasminogen";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1130963";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"1998";"None";""
"CHEMBL425859";"";"0";"469.37";"1";"5.49";"25";"O=C(Nc1ccc(Cl)cc1C(=O)Nc1ccc(Cl)cn1)c1ccc(CN2CCCC2)cc1";"IC50";"'>'";"11000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL764372";"Inhibitory activity against plasmin.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1801";"Plasminogen";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147578";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2004";"None";""
"CHEMBL366647";"";"0";"555.46";"2";"5.67";"30";"CCOC(=O)C1CCN(Cc2ccc(C(=O)Nc3ccc(Cl)cc3C(=O)Nc3ccc(Cl)cn3)cc2)CC1";"IC50";"'>'";"11000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL764372";"Inhibitory activity against plasmin.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1801";"Plasminogen";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147578";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2004";"None";""
"CHEMBL44897";"";"0";"561.46";"2";"5.66";"8";"Cc1cc(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)n(-c2cc3ccccc3cc2Br)n1";"IC50";"'>'";"11000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL808449";"Inhibitory activity against tissue plasminogen activator";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1801";"Plasminogen";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135946";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2002";"None";""
"CHEMBL368126";"";"0";"532.43";"2";"6.35";"38";"CN(Cc1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)cc1)C(=N)c1ccccc1";"IC50";"'>'";"11000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL764372";"Inhibitory activity against plasmin.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1801";"Plasminogen";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147578";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2004";"None";""
"CHEMBL2370864";"";"0";"484.48";"0";"-0.08";"17";"C[C@](NC(=O)C(F)(F)F)(C(=O)N1CC[C@H]1C(=O)N[C@H](C=O)CCCN=C(N)N)c1ccccc1";"IC50";"'='";"6100.0";"nM";"5.21";"";"";"UO_0000065";"10.76";"0.21";"5.29";"3.26";"0";"CHEMBL764381";"In vitro Enzyme Inhibitory activity measured against Plasmin";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1801";"Plasminogen";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1128179";"1";"Scientific Literature";"J. Med. Chem.";"1995";"None";""
"CHEMBL112726";"";"0";"510.64";"1";"0.03";"2b";"CCCC(CCC)C(=O)N[C@@H](CC(=O)OC)C(=O)N1CCCC1C(=O)N[C@H]1CCCN(C(=N)N)C1O";"IC50";"'='";"315.0";"nM";"6.50";"";"";"UO_0000065";"12.73";"0.25";"6.47";"3.65";"0";"CHEMBL760751";"In vitro inhibitory concentration required to inhibit human serine protease enzyme plasmin by 50%";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1801";"Plasminogen";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1129832";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"1997";"None";""
"CHEMBL341885";"";"0";"446.48";"0";"2.43";"7d";"O=C(CCCCNC(=O)OCc1ccccc1)OCN1C(=O)c2ccccc2S1(=O)=O";"IC50";"'='";"33000.0";"nM";"4.48";"";"";"UO_0000065";"10.04";"0.20";"2.05";"3.76";"0";"CHEMBL765078";"Inhibitory activity was measured against plasmin.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1801";"Plasminogen";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131519";"1";"Scientific Literature";"J. Med. Chem.";"1998";"None";""
"CHEMBL109050";"";"0";"685.87";"1";"1.90";"3e";"CCCC(CCC)C(=O)NN(CC(=O)OCC)C(=O)[C@@H]1CCCC[C@H]1C(=O)N[C@@H](CCCN=C(N)N)C(=O)C(=O)NCCc1ccccc1";"IC50";"";"";"nM";"";"";"Not Active";"UO_0000065";"";"";"";"";"0";"CHEMBL760750";"Compound was evaluated for its 50% inhibitory concentration against human protease enzyme plasmin; Inactive";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1801";"Plasminogen";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1129829";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"1997";"None";""
"CHEMBL164861";"";"0";"330.29";"0";"2.59";"7";"COc1cc(O)c2c(=O)c(OC)c(-c3ccc(O)c(O)c3)oc2c1";"IC50";"'='";"1500.0";"nM";"5.82";"";"";"UO_0000065";"17.63";"0.33";"3.23";"5.33";"0";"CHEMBL979307";"Inhibition of plasmin";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1801";"Plasminogen";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1158716";"1";"Scientific Literature";"J. Nat. Prod.";"2005";"None";""
"CHEMBL183745";"";"0";"300.27";"0";"2.59";"8";"COc1cc(O)c2c(=O)cc(-c3ccc(O)c(O)c3)oc2c1";"IC50";"'='";"2300.0";"nM";"5.64";"";"";"UO_0000065";"18.78";"0.35";"3.05";"5.63";"0";"CHEMBL979307";"Inhibition of plasmin";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1801";"Plasminogen";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1158716";"1";"Scientific Literature";"J. Nat. Prod.";"2005";"None";""
"CHEMBL472967";"";"0";"474.32";"0";"4.92";"33";"CN(C)C(=N)c1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)c(F)c1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL968706";"Inhibition of plasmin";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1801";"Plasminogen";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138586";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL3084793";"";"0";"650.57";"2";"5.80";"III";"CC(=O)c1ccc(NC(=O)C(Cc2ccc(OC(=O)OCc3ccccc3Br)cc2)NC(=O)[C@H]2CC[C@H](CN)CC2)cc1";"IC50";"'='";"230.0";"nM";"6.64";"";"";"UO_0000065";"10.20";"0.21";"0.84";"4.85";"0";"CHEMBL766117";"Inhibitory activity of compound was evaluated against plasmin";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1801";"Plasminogen";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132747";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2000";"None";""
"CHEMBL239118";"";"0";"602.61";"2";"3.68";"8c";"CC(=O)Nc1ccc(OP(=O)(Oc2ccc(NC(C)=O)cc2)C(Cc2ccc(NC(=N)N)cc2)NS(C)(=O)=O)cc1";"IC50";"'='";"2000.0";"nM";"5.70";"";"";"UO_0000065";"9.46";"0.19";"2.02";"2.82";"0";"CHEMBL902749";"Inhibition of human plasmin";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1801";"Plasminogen";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138351";"1";"Scientific Literature";"J. Med. Chem.";"2007";"None";""
"CHEMBL485704";"";"0";"484.56";"0";"4.62";"36b";"C=Cc1ccc(-c2ccc(C(=O)NCC(C)C)cc2C(=O)O)c(C(=O)Nc2ccc(C(=N)N)cc2)c1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL1035205";"Inhibition of plasmin";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1801";"Plasminogen";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137759";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2009";"None";""
"CHEMBL498047";"";"0";"513.56";"1";"4.78";"36t";"CC(C)CNC(=O)c1ccc(-c2ccc(CN=[N+]=[N-])cc2C(=O)Nc2ccc(C(=N)N)cc2)c(C(=O)O)c1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL1035205";"Inhibition of plasmin";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1801";"Plasminogen";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137759";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2009";"None";""
"CHEMBL567893";"GRASSYSTATIN A";"0";"1174.44";"None";"None";"1";"COC(=O)[C@@H]1CCCN1C(=O)[C@@H](Cc1ccccc1)N(C)C(=O)[C@H](C)NC(=O)[C@@H](NC(=O)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](OC(=O)[C@@H](OC(=O)[C@H](C(C)C)N(C)C)C(C)C)C(C)C)[C@@H](C)O";"IC50";"'='";"10000.0";"nM";"5.00";"";"";"UO_0000065";"4.26";"None";"None";"None";"0";"CHEMBL1041056";"Inhibition of human plasmin after 10 to 15 mins by fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1801";"Plasminogen";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156023";"1";"Scientific Literature";"J. Med. Chem.";"2009";"None";""
"CHEMBL39475";"";"0";"477.55";"0";"-0.71";"5";"Cc1ncc(NS(=O)(=O)Cc2ccccc2)c(=O)n1CC(=O)N[C@H]1CCCN(C(=N)N)C1O";"IC50";"'>'";"2500.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL765080";"Inhibitory concentration required to inhibit human plasmin enzyme was determined";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1801";"Plasminogen";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1130457";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"1997";"None";""
"CHEMBL2013184";"";"0";"335.75";"0";"0.97";"12, Amide-Am-C(5)-Gly-OBn";"NC(=O)c1nc(Cl)c(NCC(=O)OCc2ccccc2)nc1N";"IC50";"'>'";"250000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2013272";"Inhibition of plasmin using tosyl-Gly-Pro-Lys-pNA as substrate by spectrofluorometry";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1801";"Plasminogen";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2010781";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2012";"None";""
"CHEMBL177251";"";"0";"450.50";"1";"-1.43";"10";"C[C@@H](NC(=O)[C@@H](CO)NC(=O)OCc1ccccc1)C(=O)N[C@H]1CCCN(C(=N)N)C1O";"IC50";"'>'";"2500.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL765083";"The compound was tested in vitro for its inhibitory activity against human Plasmin enzyme, activity expressed as IC50";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1801";"Plasminogen";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133361";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2000";"None";""
"CHEMBL175142";"";"0";"487.34";"0";"4.41";"13";"CN(CC(=O)O)Cc1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)cc1";"IC50";"'>'";"11000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL764372";"Inhibitory activity against plasmin.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1801";"Plasminogen";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147578";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2004";"None";""
"CHEMBL3084794";"";"0";"696.64";"1";"4.82";"YO-10";"Cc1nc(C)c(CCCNC(=O)C(Cc2ccc(OC(=O)OCc3ccccc3Br)cc2)NC(=O)[C@H]2CC[C@H](CN)CC2)nc1O";"IC50";"'='";"740.0";"nM";"6.13";"";"";"UO_0000065";"8.80";"0.18";"1.31";"3.70";"0";"CHEMBL766118";"Inhibitory activity of compound was evaluated against plasmin; not detectable";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1801";"Plasminogen";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132747";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2000";"None";""
"CHEMBL318998";"";"0";"488.59";"0";"0.98";"5b";"CC(C)(C)OC(=O)N[C@@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C=O)CCCN=C(N)N)c1ccccc1";"IC50";"'='";"8700.0";"nM";"5.06";"";"";"UO_0000065";"10.36";"0.20";"4.08";"2.99";"0";"CHEMBL872635";"Compound was tested in vitro for inhibitory activity against t-PA (tissue plasminogen activator)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1801";"Plasminogen";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1126581";"1";"Scientific Literature";"J. Med. Chem.";"1993";"None";""
"CHEMBL117092";"";"0";"624.72";"2";"-0.25";"2e";"N=C(N)N1CCC[C@H](NC(=O)CNC(=O)[C@@H](CCNC(=O)c2nccc3ccccc23)NS(=O)(=O)Cc2ccccc2)C1O";"IC50";"'='";"730.0";"nM";"6.14";"";"";"UO_0000065";"9.82";"0.19";"6.39";"2.79";"0";"CHEMBL764384";"In vitro inhibition of human thrombolytic protease Plasmin.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1801";"Plasminogen";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131910";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"1999";"None";""
"CHEMBL435448";"";"0";"723.73";"2";"-1.92";"5b (Diastereomer)";"N=C(N)N1CCCC(C[C@@H](NS(=O)(=O)Cc2ccccc2C(=O)O)C(=O)NCC(=O)N[C@H]2CCCN(C(=N)N)C2O)C1.O=C(O)C(F)(F)F";"IC50";"'>'";"2500.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL764387";"In vitro inhibition of human plasmin.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1801";"Plasminogen";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133331";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2000";"None";""
"CHEMBL499829";"";"0";"584.65";"3";"5.40";"36ah";"CC(C)CNC(=O)c1ccc(-c2ccc(-c3ccsc3C(=O)O)cc2C(=O)Nc2ccc(C(=N)N)cc2)c(C(=O)O)c1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL1035205";"Inhibition of plasmin";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1801";"Plasminogen";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137759";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2009";"None";""
